neighborhood,year1,year2,livabilityDelta,populationDelta,dwellingsDelta,wozDelta,safetyDelta,facilitiesDeviationDelta,housingDeviationDelta
Kruidenbuurt,2014,2016,0.01442562341624,-6.0,-36.0,,,,
Kruidenbuurt,2016,2018,-0.00987719581852,-59.0,3.0,29.0,,,
Kruidenbuurt,2018,2020,0.02881505737728,496.0,166.0,46.0,0.4,0.0081189321162981,-0.0006210369940981
Kruidenbuurt,2020,2022,0.06432427831895,65.0,40.0,56.0,0.4,0.0292668606830432,0.0160548852753425
Kruidenbuurt,2022,2024,-0.00946103616442,190.0,73.0,53.0,-0.2,-0.001398574263496,-0.0216937131312465
Lakerlopen,2014,2016,0.02624143976928,168.0,50.0,,,,
Lakerlopen,2016,2018,0.03519492517643,-28.0,50.0,15.0,,,
Lakerlopen,2018,2020,0.04760784805673,-29.0,6.0,36.0,0.1,0.01504169878371,0.0158204299135136
Lakerlopen,2020,2022,0.01878220866436,-58.0,33.0,46.0,0.2,-0.006374461024257,-0.0038180064054918
Lakerlopen,2022,2024,-0.01947445083205,-9.0,7.0,39.0,-0.1,0.007355884550326,-0.0098992843121019
Lievendaal,2014,2016,-0.02902526397428,73.0,31.0,,,,
Lievendaal,2016,2018,0.02952516067498,-3.0,7.0,21.0,,,
Lievendaal,2018,2020,0.01915320373123,-18.0,0.0,30.0,-0.3,0.0142837681737441,0.0132066599069802
Lievendaal,2020,2022,0.02604894849339,-54.0,0.0,47.0,0.3,0.0028970393827639,0.0054453905416131
Lievendaal,2022,2024,-0.02746627163191,77.0,1.0,43.0,-0.1,-0.0077450189342034,-0.0073096025588308
Limbeek-Noord,2014,2016,-0.02941845758965,87.0,88.0,,,,
Limbeek-Noord,2016,2018,0.08692147226354,-46.0,-54.0,14.0,,,
Limbeek-Noord,2018,2020,0.04913176687313,61.0,25.0,35.0,-0.1,0.028086657287664,0.0108941768551666
Limbeek-Noord,2020,2022,0.00529214750983,-25.0,5.0,36.0,0.3,0.009376644697253,-0.0089629829817505
Limbeek-Noord,2022,2024,-0.02919846862189,491.0,236.0,44.0,-0.1,0.006141399455714,-0.0255734867631832
Limbeek-Zuid,2014,2016,-0.05353469458154,118.0,112.0,,,,
Limbeek-Zuid,2016,2018,0.04494224780405,-29.0,2.0,16.0,,,
Limbeek-Zuid,2018,2020,0.02984633521509,-9.0,0.0,27.0,-0.1,0.011602766025218,0.0159473144360928
Limbeek-Zuid,2020,2022,0.03338453259106,-38.0,0.0,44.0,0.3,0.012212706294832,-0.0085835063228215
Limbeek-Zuid,2022,2024,-0.03170527033904,-14.0,0.0,43.0,-0.1,0.002203505373457,-0.023014104651128
Looiakkers,2014,2016,0.06996616861448,34.0,3.0,,,,
Looiakkers,2016,2018,-0.05341995542625,11.0,55.0,-20.0,,,
Looiakkers,2018,2020,0.04038498966801,25.0,30.0,87.0,0.1,0.013461932042802,0.0153395473450886
Looiakkers,2020,2022,0.02255832902744,127.0,51.0,79.0,0.2,0.00134363439949,0.0123464793018613
Looiakkers,2022,2024,-0.03889337231505,18.0,1.0,31.0,0.1,0.001763212529614,-0.0135265076634115
Luytelaer,2014,2016,0.00485408515711,6.0,0.0,,,,
Luytelaer,2016,2018,0.01182857850107,42.0,0.0,36.0,,,
Luytelaer,2018,2020,0.01369174226001,-27.0,0.0,49.0,0.2,0.0103832229275765,0.0003825548660864
Luytelaer,2020,2022,0.01482730147602,29.0,0.0,57.0,0.2,-0.0040657339920326,0.0007111541718386
Luytelaer,2022,2024,-0.0238748674825,27.0,0.0,77.0,-0.2,-0.0038502630732575,-0.0003875641011008
Meerbos,2014,2016,-0.17186932628245,1.0,0.0,,,,
Meerbos,2016,2018,0.1938352295176,-2.0,0.0,,,,
Meerbos,2018,2020,0.01096909788325,1.0,0.0,,,0.0138707363116276,0.0045393381965231
Meerbos,2020,2022,-0.30860002137439,11.0,0.0,,,0.0038162347781366,0.018625431726132
Meerbos,2022,2024,0.24097641171614,2.0,1.0,,,-0.0257224712162861,0.0610254304614617
Meerrijk,2014,2016,0.00916552335352,218.0,32.0,,,,
Meerrijk,2016,2018,-0.00355627866918,11.0,0.0,6.0,,,
Meerrijk,2018,2020,0.05144991580121,113.0,52.0,73.0,-0.8,0.0634951555515531,0.0020683826556691
Meerrijk,2020,2022,0.03408194839208,254.0,121.0,71.0,0.7,-0.027312675122928,-0.0025019210192126
Meerrijk,2022,2024,-0.00741927392119,188.0,155.0,51.0,0.2,-0.0162456378820788,-0.0049485585012976
Mensfort,2014,2016,0.01976189575003,26.0,-4.0,,,,
Mensfort,2016,2018,0.00296320114283,-26.0,2.0,15.0,,,
Mensfort,2018,2020,0.05114171657553,26.0,3.0,29.0,-0.1,0.0341737156348297,0.0107877391830045
Mensfort,2020,2022,-0.01309662191555,-48.0,1.0,42.0,0.1,-0.0128546332158541,0.0073119200987583
Mensfort,2022,2024,-0.00601862561254,154.0,66.0,39.0,0.3,0.0051415110056131,-0.0173835358225811
Mispelhoef,2014,2016,-0.0424823633313,4.0,0.0,,,,
Mispelhoef,2016,2018,-0.0843294663236,-6.0,1.0,,,,
Mispelhoef,2018,2020,-0.03338865043571,-1.0,0.0,,,-0.006700689672502,0.001403740233374
Mispelhoef,2020,2022,0.09575649448026,0.0,0.0,,,0.003298307647226,-0.027587338552643
Mispelhoef,2022,2024,-0.09177165305124,-6.0,1.0,,,-0.007725386638529,0.004577670118447
"Muschberg, Geestenberg",2014,2016,0.06898027489522,6.0,2.0,,,,
"Muschberg, Geestenberg",2016,2018,-0.01393824607095,-41.0,7.0,15.0,,,
"Muschberg, Geestenberg",2018,2020,0.01967667391909,-23.0,1.0,34.0,-0.2,0.0264116454644235,0.0061809892199379
"Muschberg, Geestenberg",2020,2022,0.02227434223751,-111.0,-6.0,39.0,0.4,-0.0088028716292037,-0.0038918117686316
"Muschberg, Geestenberg",2022,2024,0.00411018165657,82.0,37.0,51.0,0.1,0.0088132747284161,-0.0031164247293899
Nieuwe Erven,2014,2016,0.04980658102441,-60.0,-1.0,,,,
Nieuwe Erven,2016,2018,-0.03686271377057,77.0,0.0,17.0,,,
Nieuwe Erven,2018,2020,0.0423929132158,-32.0,1.0,41.0,0.3,0.018583680328214,0.0157838465641755
Nieuwe Erven,2020,2022,0.048728218321,44.0,43.0,36.0,0.3,0.012463571124254,-0.0032283821431768
Nieuwe Erven,2022,2024,-0.0175961410275,28.0,20.0,40.0,-0.1,-0.002331810195686,-0.0028601224121242
Ooievaarsnest,2014,2016,0.00693054302688,25.0,0.0,,,,
Ooievaarsnest,2016,2018,0.01848066403322,13.0,0.0,44.0,,,
Ooievaarsnest,2018,2020,-0.03206500498429,-22.0,1.0,47.0,0.2,0.0051141543612644,0.0014958071022592
Ooievaarsnest,2020,2022,0.01605970362191,16.0,1.0,56.0,0.2,-0.0011822458622394,-0.004840581413605
Ooievaarsnest,2022,2024,-0.01130032308636,-15.0,0.0,81.0,0.0,-0.0157049228578309,-0.0046042601611813
Oude Gracht-Oost,2014,2016,-0.02118371755745,18.0,1.0,,,,
Oude Gracht-Oost,2016,2018,0.03442402835214,-2.0,0.0,33.0,,,
Oude Gracht-Oost,2018,2020,0.04237454342547,22.0,0.0,61.0,0.2,0.0097575142483544,0.0211259891219171
Oude Gracht-Oost,2020,2022,-0.02666612364637,-5.0,0.0,57.0,0.2,0.0004217646996234,0.0068991229164286
Oude Gracht-Oost,2022,2024,0.01294257264649,-19.0,0.0,68.0,-0.2,0.004935349605492,-0.002176297134861
Oude Gracht-West,2014,2016,0.01250349418484,-29.0,0.0,,,,
Oude Gracht-West,2016,2018,0.03137531629265,107.0,-2.0,19.0,,,
Oude Gracht-West,2018,2020,0.02431258048202,13.0,2.0,38.0,0.3,0.0101067144138595,0.0137743249256569
Oude Gracht-West,2020,2022,-0.03837689791864,-75.0,0.0,43.0,0.2,-0.0021195626070241,0.0034913285912744
Oude Gracht-West,2022,2024,0.0013277504265,111.0,1.0,41.0,0.5,0.0053915570084111,-0.0108472477085438
Oude Spoorbaan,2014,2016,0.02092816718183,24.0,0.0,,,,
Oude Spoorbaan,2016,2018,-0.02113334902264,111.0,111.0,15.0,,,
Oude Spoorbaan,2018,2020,0.02219082182596,34.0,44.0,35.0,0.3,0.020989252793395,0.0093108154501895
Oude Spoorbaan,2020,2022,0.02448892208031,92.0,65.0,47.0,0.1,0.011172588024751,-0.0227174386289906
Oude Spoorbaan,2022,2024,-0.02512953966545,5.0,30.0,43.0,-0.1,0.002429837962068,0.0119905053213772
Oude Toren,2014,2016,0.02758013358198,125.0,69.0,,,,
Oude Toren,2016,2018,0.04196748484705,47.0,4.0,14.0,,,
Oude Toren,2018,2020,0.03512006764761,-45.0,1.0,39.0,0.4,0.017336003072811,0.0052662080871334
Oude Toren,2020,2022,-0.06829585175685,53.0,35.0,33.0,0.4,-0.005747808102312,-0.0215815794365078
Oude Toren,2022,2024,-0.01953984897397,41.0,8.0,34.0,0.1,0.007611534580329,-0.0152952809834518
Park Forum,2014,2016,0.11501461707978,1.0,1.0,,,,
Park Forum,2016,2018,-0.06265710506577,3.0,1.0,,,,
Park Forum,2018,2020,-0.01172483063577,0.0,0.0,,,0.0324479474689031,-0.0169543176422047
Park Forum,2020,2022,0.08135956625125,4.0,1.0,,,0.0034505769193068,0.0017255169269496
Park Forum,2022,2024,-0.07843439889877,2.0,0.0,,,-0.0444597342418192,0.030251761015793
Philipsdorp,2014,2016,0.07024563275886,50.0,21.0,,,,
Philipsdorp,2016,2018,0.02506374593526,57.0,23.0,15.0,,,
Philipsdorp,2018,2020,0.04802659048141,38.0,6.0,49.0,-0.1,0.017171113461664,0.0041396319726719
Philipsdorp,2020,2022,-0.01608789383081,-7.0,41.0,59.0,0.3,0.015129259156284,-0.0058316727089148
Philipsdorp,2022,2024,-0.04313390860729,211.0,144.0,38.0,0.1,-0.000550970634465,-0.0253878473883101
Prinsejagt,2014,2016,0.00537668890458,66.0,21.0,,,,
Prinsejagt,2016,2018,-0.01283321124039,-24.0,-46.0,17.0,,,
Prinsejagt,2018,2020,0.03161956342631,86.0,33.0,29.0,0.2,0.0168980992669299,0.0026858243572927
Prinsejagt,2020,2022,0.03388662608601,-5.0,2.0,39.0,0.2,-0.0046005092935609,0.0168627592601276
Prinsejagt,2022,2024,-0.03441126804445,-21.0,50.0,43.0,0.2,0.0059008826375487,-0.0053931865842824
Puttense Dreef,2014,2016,0.02112926526609,81.0,9.0,,,,
Puttense Dreef,2016,2018,0.0303168356726,8.0,1.0,32.0,,,
Puttense Dreef,2018,2020,0.04267913463671,-1.0,2.0,45.0,0.2,0.0120673792022548,0.0094390862159932
Puttense Dreef,2020,2022,0.01384899593836,51.0,8.0,62.0,0.2,0.0008070421202873,0.0107067080217902
Puttense Dreef,2022,2024,0.00938191712284,-14.0,2.0,80.0,0.0,-0.000849117800652,-0.0014062296265515
Rapelenburg,2014,2016,0.0459285127481,2.0,0.0,,,,
Rapelenburg,2016,2018,-0.1022154666766,126.0,72.0,20.0,,,
Rapelenburg,2018,2020,-0.00255748590889,279.0,226.0,-14.0,-0.4,0.0124802419560969,-0.0635488467761882
Rapelenburg,2020,2022,-0.01909620187062,-13.0,1.0,60.0,0.5,-0.003613268825983,0.0006265095984759
Rapelenburg,2022,2024,-0.01979126836598,146.0,67.0,22.0,0.2,-0.00543780067501,-0.0141134793344236
Rapenland,2014,2016,0.02482816795409,12.0,24.0,,,,
Rapenland,2016,2018,0.00512851114774,-2.0,2.0,19.0,,,
Rapenland,2018,2020,0.05441858049318,29.0,15.0,17.0,-0.1,0.0258907888027994,0.023410578657523
Rapenland,2020,2022,-0.07536914222146,-21.0,13.0,36.0,0.1,-0.0103130844459225,-0.0099699613017732
Rapenland,2022,2024,0.02488941442788,-10.0,8.0,46.0,0.3,0.0083166316134825,-0.0191890682149738
Riel,2014,2016,0.08417049860546,0.0,1.0,,,,
Riel,2016,2018,-0.05745522388281,10.0,0.0,,,,
Riel,2018,2020,-0.00190193991895,12.0,3.0,,,0.0114265434411451,0.001039553464441
Riel,2020,2022,-0.00994600445614,-9.0,0.0,81.0,,0.0005258940940616,-0.001398563470878
Riel,2022,2024,-0.01042626942673,-15.0,1.0,115.0,,-0.0002122708255749,-0.00376187243184
Rochusbuurt,2014,2016,0.04631841134913,36.0,21.0,,,,
Rochusbuurt,2016,2018,0.03965000415186,28.0,34.0,17.0,,,
Rochusbuurt,2018,2020,0.01121957414674,28.0,4.0,50.0,0.1,0.013739243412254,0.0008548038849959
Rochusbuurt,2020,2022,0.02015732690692,6.0,46.0,48.0,0.2,0.008897090572171,0.0011755608142094
Rochusbuurt,2022,2024,-0.11331170203503,46.0,19.0,37.0,0.1,-0.001539986822597,-0.0174272184082359
Roosten,2014,2016,0.00692282425279,6.0,4.0,,,,
Roosten,2016,2018,0.01446095304266,38.0,8.0,72.0,,,
Roosten,2018,2020,0.01288950629951,33.0,3.0,71.0,0.3,0.0099797270862215,-0.0026736328139259
Roosten,2020,2022,0.01776669329629,26.0,0.0,99.0,0.0,0.0158436959866286,-0.0039577867141563
Roosten,2022,2024,-0.01364723892325,-1.0,1.0,95.0,0.3,-0.0055539973894532,0.0042568868627175
Schoot,2014,2016,0.05491544647019,214.0,222.0,,,,
Schoot,2016,2018,0.03225796033187,-36.0,198.0,15.0,,,
Schoot,2018,2020,0.05118845096635,520.0,412.0,24.0,0.0,0.025577881817679,-0.0124660819055917
Schoot,2020,2022,-0.0797648439409,340.0,44.0,50.0,0.4,0.010591913822251,-0.0088356713529945
Schoot,2022,2024,-0.01514476271134,-26.0,8.0,33.0,0.2,-0.002632955886262,-0.0104068315932892
Schouwbroek,2014,2016,0.00627795170441,21.0,0.0,,,,
Schouwbroek,2016,2018,0.04489191936134,57.0,29.0,19.0,,,
Schouwbroek,2018,2020,0.04027261116538,12.0,2.0,38.0,-0.1,0.0153855919368233,0.0072231577816053
Schouwbroek,2020,2022,0.00120968570084,-39.0,16.0,44.0,0.3,0.008185593918273,0.0088930998865076
Schouwbroek,2022,2024,-0.02094100920447,27.0,6.0,49.0,0.1,-0.001693407011952,0.0017602643743129
Schrijversbuurt,2014,2016,0.01866073120533,-29.0,23.0,,,,
Schrijversbuurt,2016,2018,-0.00739033030171,17.0,36.0,49.0,,,
Schrijversbuurt,2018,2020,0.00042953294737,47.0,22.0,52.0,0.3,0.017348958410545,-0.0023346558833817
Schrijversbuurt,2020,2022,0.03811438075594,8.0,132.0,43.0,0.1,0.013484920124569,0.0019772676537175
Schrijversbuurt,2022,2024,-0.01859247465839,-23.0,28.0,53.0,-0.1,0.003978665384133,-0.0062747624605057
Schuttersbosch,2014,2016,0.02607568458195,3.0,-5.0,,,,
Schuttersbosch,2016,2018,-0.01408004447971,24.0,1.0,72.0,,,
Schuttersbosch,2018,2020,0.01986980367523,41.0,13.0,-24.0,0.2,0.009018982501699,0.0017491066438316
Schuttersbosch,2020,2022,0.03262786683215,9.0,7.0,81.0,0.2,0.0152363741823086,0.0004741164084311
Schuttersbosch,2022,2024,-0.03090560666496,92.0,9.0,76.0,0.0,-0.0044604336857025,-0.026699460132345
Sintenbuurt,2014,2016,0.03762116999523,17.0,0.0,,,,
Sintenbuurt,2016,2018,0.00019421853803,-8.0,21.0,21.0,,,
Sintenbuurt,2018,2020,0.02335861681899,24.0,0.0,53.0,0.0,0.0175606378687,0.0043191680973615
Sintenbuurt,2020,2022,0.0545972247067,-5.0,14.0,37.0,0.1,0.005034910568399,0.0148813114104082
Sintenbuurt,2022,2024,-0.00936883374886,103.0,57.0,55.0,0.2,-0.002082638156376,-0.014102458265716
Sportpark Aalsterweg,2014,2016,0.01858812375674,-2.0,-1.0,,,,
Sportpark Aalsterweg,2016,2018,0.00799750143204,4.0,0.0,,,,
Sportpark Aalsterweg,2018,2020,0.05739343535172,-2.0,0.0,,,0.0071244603788535,0.0052763883290023
Sportpark Aalsterweg,2020,2022,-0.062035979932,4.0,0.0,,,0.0072811890850185,-0.0228517610333341
Sportpark Aalsterweg,2022,2024,-0.05328236284652,1.0,0.0,,,-0.0042970664173006,0.0397579924420889
Strijp S,2014,2016,-0.00071159179463,87.0,-2.0,,,,
Strijp S,2016,2018,0.08862983156911,720.0,497.0,25.0,,,
Strijp S,2018,2020,0.00489483793604,227.0,156.0,46.0,-0.2,0.015120304658085,0.0162763801901762
Strijp S,2020,2022,0.03867176430391,1064.0,849.0,56.0,0.1,0.015559331942568,0.0001434088549859
Strijp S,2022,2024,-0.08684911865523,396.0,231.0,50.0,0.0,-0.00623752572522,-0.0308341373205664
TU-terrein,2014,2016,0.12694602975938,-1.0,441.0,,,,
TU-terrein,2016,2018,-0.00572152824715,584.0,-177.0,32.0,,,
TU-terrein,2018,2020,-0.06566706666505,-10.0,225.0,30.0,,-0.0107160378423104,0.029898194633068
TU-terrein,2020,2022,0.04863926934669,-39.0,0.0,18.0,,0.0008333821953266,0.022871371440968
TU-terrein,2022,2024,0.16308251988761,51.0,0.0,25.0,,0.0239884795006071,0.101176181154375
Tempel,2014,2016,0.00507837528874,82.0,0.0,,,,
Tempel,2016,2018,0.01527006685693,-6.0,1.0,19.0,,,
Tempel,2018,2020,0.01750328586609,11.0,0.0,33.0,0.0,0.0122244255924584,0.0085794937800747
Tempel,2020,2022,0.01583706046011,22.0,6.0,44.0,0.2,-0.0084098466648738,-0.0046667227332301
Tempel,2022,2024,-0.01764275686695,72.0,2.0,57.0,-0.2,-0.0034646992563216,-0.0044899098527732
Tivoli,2014,2016,0.01848305762723,-2.0,-1.0,,,,
Tivoli,2016,2018,0.02549526777045,-58.0,-2.0,14.0,,,
Tivoli,2018,2020,0.0332236687644,10.0,-50.0,39.0,0.0,0.0090798613157566,0.0179305008042982
Tivoli,2020,2022,-0.00614065281638,56.0,64.0,42.0,0.1,0.0129456428253787,-0.0010213098862646
Tivoli,2022,2024,0.02092179387016,24.0,1.0,38.0,0.2,-0.0015964147751818,-0.0121813501132367
Tongelresche Akkers,2014,2016,-0.02213076280631,201.0,77.0,,,,
Tongelresche Akkers,2016,2018,0.07479845362407,89.0,27.0,11.0,,,
Tongelresche Akkers,2018,2020,-0.00517739812524,337.0,139.0,89.0,-0.4,0.0193749223020623,0.0038463069335244
Tongelresche Akkers,2020,2022,0.02822321982782,435.0,175.0,70.0,0.6,-0.0184882888169383,0.0117435777274858
Tongelresche Akkers,2022,2024,0.0351966221827,209.0,63.0,99.0,0.4,0.0101916150156917,0.0039143761367265
Tuindorp,2014,2016,0.04488744855624,7.0,20.0,,,,
Tuindorp,2016,2018,-0.01631944599845,-50.0,5.0,33.0,,,
Tuindorp,2018,2020,0.00421456365437,-5.0,5.0,29.0,0.3,0.007339317132697,0.0065856014250899
Tuindorp,2020,2022,0.03944625442838,-53.0,9.0,44.0,0.3,0.003266220383741,0.002568706361128
Tuindorp,2022,2024,-0.03197832909365,-22.0,3.0,45.0,-0.1,0.004615910824303,0.0027092646108475
Urkhoven,2014,2016,-0.05162318033734,6.0,0.0,,,,
Urkhoven,2016,2018,0.00547002266185,-12.0,0.0,20.0,,,
Urkhoven,2018,2020,-0.06186847642938,-7.0,0.0,186.0,,0.0208279443251138,0.001307914524306
Urkhoven,2020,2022,0.11404184991018,2.0,1.0,74.0,,-0.0091442566025798,-0.007733673785489
Urkhoven,2022,2024,0.0487781331027,22.0,0.0,76.0,,0.0086906699685702,-0.0082728302178
Vaartbroek,2014,2016,0.02504983399466,-22.0,0.0,,,,
Vaartbroek,2016,2018,0.00081411444394,10.0,0.0,17.0,,,
Vaartbroek,2018,2020,0.0344691330874,26.0,0.0,36.0,0.0,0.0114093935409166,0.0108038293444279
Vaartbroek,2020,2022,0.01345177188797,-63.0,0.0,44.0,0.0,-0.0006734774297126,-0.0020587799510368
Vaartbroek,2022,2024,0.00371660696641,177.0,5.0,47.0,0.3,-0.0037038516355729,-0.0060350182135021
Villapark,2014,2016,0.0105382930511,35.0,2.0,,,,
Villapark,2016,2018,0.02274750311759,-13.0,21.0,48.0,,,
Villapark,2018,2020,0.00771323633787,222.0,281.0,-23.0,0.1,0.002038043183173,-0.0051970187085087
Villapark,2020,2022,0.01814533223985,171.0,18.0,77.0,0.0,-0.000418963712811,0.0135898464474327
Villapark,2022,2024,-0.01820815594549,73.0,41.0,63.0,-0.2,0.006920129823202,-0.0050582657417863
Vlokhoven,2014,2016,0.01423848252821,-12.0,0.0,,,,
Vlokhoven,2016,2018,0.03073865594071,-39.0,7.0,16.0,,,
Vlokhoven,2018,2020,0.02336633321372,4.0,2.0,32.0,0.0,0.0124867518676357,0.0078474070724338
Vlokhoven,2020,2022,-0.01539615272494,-29.0,0.0,42.0,0.3,-0.0072868380382693,-0.0044823723335153
Vlokhoven,2022,2024,-0.00630542774053,86.0,0.0,48.0,0.5,-0.0046840080059982,-0.0039589112968218
Vredeoord,2014,2016,-0.34652237202813,18.0,-4.0,,,,
Vredeoord,2016,2018,0.24547574989184,-26.0,0.0,,,,
Vredeoord,2018,2020,0.20121214255864,0.0,0.0,,,0.0241557571133217,0.025557744329682
Vredeoord,2020,2022,0.07480001072604,-29.0,0.0,,,-0.0012639774196763,-0.014086465659037
Vredeoord,2022,2024,-0.06990512014798,-10.0,12.0,,,0.0009990851411657,0.003509926119771
Waterrijk,2014,2016,-0.03535772762915,63.0,7.0,,,,
Waterrijk,2016,2018,0.01330547561077,351.0,117.0,-11.0,,,
Waterrijk,2018,2020,-0.02296332849657,820.0,301.0,109.0,-0.8,0.0085024134293849,-0.0047804492228031
Waterrijk,2020,2022,0.01811492224072,300.0,105.0,66.0,0.7,-0.0043045024321573,0.0042699799983008
Waterrijk,2022,2024,0.00701469460503,35.0,5.0,79.0,0.2,-0.0107917177417429,0.0004298609093571
Wielewaal,2014,2016,-0.00204159834653,15.0,2.0,,,,
Wielewaal,2016,2018,-0.04906053671349,-1.0,1.0,,,,
Wielewaal,2018,2020,-0.02227542165033,-2.0,0.0,,,0.0054815407029168,-0.00030038811457
Wielewaal,2020,2022,0.03068713686616,45.0,4.0,98.0,,0.0142057530977674,-0.006560139639938
Wielewaal,2022,2024,0.01528697871377,-27.0,2.0,193.0,,-0.008905614029042,0.009138693267479
Winkelcentrum,2014,2016,0.01688804141971,-8.0,0.0,,,,
Winkelcentrum,2016,2018,0.02487510310322,32.0,-1.0,16.0,,,
Winkelcentrum,2018,2020,0.03829166290982,-16.0,0.0,41.0,-0.2,0.0092858109361447,0.0193117438153501
Winkelcentrum,2020,2022,-0.00464691522026,22.0,0.0,38.0,0.5,-0.0138949362432579,-0.0022190872609677
Winkelcentrum,2022,2024,-0.03722778032214,-5.0,0.0,35.0,-0.3,-0.0048101050932306,-0.0287254118247459
Witte Dame,2014,2016,-0.11690476472604,51.0,620.0,,,,
Witte Dame,2016,2018,0.02861161712133,781.0,103.0,-45.0,,,
Witte Dame,2018,2020,0.01528931001951,300.0,177.0,50.0,0.2,0.037737600217602,-0.0017921242468055
Witte Dame,2020,2022,0.01224914796535,88.0,0.0,49.0,0.2,0.024320218100308,0.0129785764529056
Witte Dame,2022,2024,-0.09503368291655,12.0,0.0,35.0,-0.2,-0.00196024439591,-0.0017262547460072
Woensel-West,2014,2016,0.08166052476373,-1.0,-75.0,,,,
Woensel-West,2016,2018,0.00130306061574,-327.0,104.0,18.0,,,
Woensel-West,2018,2020,0.02716326555582,79.0,56.0,39.0,0.1,0.0303011826377923,0.0127500671663123
Woensel-West,2020,2022,0.03879280470828,640.0,109.0,64.0,0.3,-0.005789598289099,0.0065680640692158
Woensel-West,2022,2024,-0.03878884707981,1332.0,420.0,53.0,0.2,-0.0033200254001371,-0.0151265470877844
Woenselse Heide,2014,2016,0.01869876321719,131.0,0.0,,,,
Woenselse Heide,2016,2018,-0.00119583321639,-68.0,-1.0,19.0,,,
Woenselse Heide,2018,2020,0.03215179742232,113.0,24.0,39.0,0.1,0.0136259255699834,0.0109092507877108
Woenselse Heide,2020,2022,0.00312953108881,16.0,2.0,47.0,0.4,-0.0092653653387283,-0.005699123624916
Woenselse Heide,2022,2024,-0.02772254036279,19.0,1.0,54.0,0.0,-0.0035446169118237,-0.0063198524710293
Woenselse Watermolen,2014,2016,0.04011507287834,106.0,0.0,,,,
Woenselse Watermolen,2016,2018,-0.02096135011872,89.0,0.0,12.0,,,
Woenselse Watermolen,2018,2020,0.08070692232265,50.0,0.0,39.0,0.4,0.012010898803327,0.0050870147578488
Woenselse Watermolen,2020,2022,0.02983258731532,33.0,0.0,44.0,0.4,0.00279853373179,-0.0038119832733638
Woenselse Watermolen,2022,2024,-0.10065807733927,251.0,210.0,84.0,0.1,0.001973656657635,-0.0226312942823425
Zandrijk,2014,2016,0.04301153718904,-45.0,0.0,,,,
Zandrijk,2016,2018,-0.00858074528616,-37.0,0.0,37.0,,,
Zandrijk,2018,2020,0.02534457296225,-19.0,0.0,55.0,0.1,0.0448194659359717,0.0006193651342671
Zandrijk,2020,2022,0.01719242915809,-57.0,0.0,64.0,0.1,-0.0023402363848528,-0.0006976466001029
Zandrijk,2022,2024,0.02599174293092,-19.0,0.0,69.0,0.1,-0.0105113210844892,0.0003143074918592
Zwaanstraat,2014,2016,0.06652651272135,84.0,24.0,,,,
Zwaanstraat,2016,2018,-0.0243820054203,255.0,119.0,92.0,,,
Zwaanstraat,2018,2020,0.04472688324968,365.0,144.0,61.0,0.7,0.0171218875445697,-0.0007393268604819
Zwaanstraat,2020,2022,0.03375786374058,391.0,106.0,106.0,-0.3,-0.0036724955301467,0.0130482356739403
Zwaanstraat,2022,2024,-0.00958099041946,79.0,3.0,91.0,0.3,-0.0077805189076734,0.0067888833059565
